Id;State;CreatedDateUtc;CancellationRequestDateUtc;CancellationDateUtc;CancellationRejectionDateUtc;CanceledEmployee;SoldEmployee;UpdatedDateUtc;
B1E18E2D-62E9-C5C0-6514-08DB901A6A77;1;58:53.2;08:09.6;NULL;NULL;NULL;sales@pflegehilfe.de;08:09.7;
EB3F7B12-E16C-C683-D295-08DB8DA4CF5E;1;51:59.6;07:44.9;NULL;NULL;NULL;sales@pflegehilfe.de;07:44.9;
AE20BFC9-7AFB-CA57-095B-08DB8DAEB635;1;02:52.3;59:14.6;NULL;NULL;NULL;sales@pflegehilfe.de;59:14.6;
F2A089C7-333B-C7AD-F797-08DB8DA354D7;1;41:24.5;59:10.3;NULL;NULL;NULL;sales@pflegehilfe.de;59:10.3;
47380E16-656B-CA08-C0C8-08DB925E9506;1;11:52.7;54:35.4;NULL;NULL;NULL;sales@pflegehilfe.de;54:35.4;
EF1001EB-BCC4-C028-D7D5-08DB91BFCD75;1;15:17.5;53:05.7;NULL;NULL;NULL;sales@pflegehilfe.de;53:05.7;
4802179B-7C44-C0D9-005E-08DB8E6D6B67;1;48:00.7;51:14.4;NULL;NULL;NULL;sales@pflegehilfe.de;51:14.4;
38E2EC8E-3C1E-C414-CD02-08DB926F32FD;1;10:49.7;46:18.7;NULL;NULL;NULL;sales@pflegehilfe.de;46:18.7;
3BBFA224-E875-C494-366A-08DB926AFECA;1;40:44.1;42:03.9;NULL;NULL;NULL;sales@pflegehilfe.de;42:03.9;
592E86AE-7840-C635-4268-08DB91A6B749;1;15:42.8;39:31.5;NULL;NULL;NULL;sales@pflegehilfe.de;39:31.5;
971D53C0-7916-CB18-B56A-08DB91C1B57F;1;28:56.2;29:20.1;NULL;NULL;NULL;sales@pflegehilfe.de;29:20.1;
B550A448-9AA7-CC09-3B06-08DB926BF0DD;1;47:30.3;28:49.1;NULL;NULL;NULL;sales@pflegehilfe.de;28:49.1;
D1909A65-3A67-CEAE-9112-08DB9268D038;1;25:07.0;26:47.0;NULL;NULL;NULL;sales@pflegehilfe.de;26:47.0;
52719195-DE96-CB8F-2F83-08DB926D89C5;1;58:56.3;26:09.0;NULL;NULL;NULL;sales@pflegehilfe.de;26:09.0;
3A7D126E-865E-CBDC-B18E-08DB926BCD06;1;46:30.2;24:40.2;NULL;NULL;NULL;sales@pflegehilfe.de;24:40.2;
2BD6EE92-075A-C540-7E97-08DB91936583;2;57:25.2;00:20.1;25:13.8;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;25:13.8;
1A527929-D64C-C031-104D-08DB8D27C11A;2;56:48.6;11:24.7;24:38.4;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;24:38.4;
F4A6F637-B7E9-C4DE-8339-08DB8CEF5067;2;12:47.7;56:09.7;24:21.3;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;24:21.3;
CE13539C-40F4-C498-4CFE-08DB8F8930AD;2;39:19.3;36:42.0;23:53.4;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;23:53.4;
57E80BF5-492D-CF3E-A516-08DB8D179419;2;01:01.1;51:09.5;23:45.8;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;23:45.8;
42760EBA-DF31-C537-61F2-08DB8F5E3E28;2;31:53.5;14:07.5;23:30.1;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;23:30.1;
50389F08-C4F0-C330-84AD-08DB8D273126;2;52:47.1;09:49.4;23:12.5;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;23:12.5;
2EA19D91-088F-C383-B043-08DB91B18D21;2;33:16.6;54:19.4;23:07.8;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;23:07.8;
46F203BC-F464-C25F-278A-08DB8F428541;2;13:26.9;08:01.1;22:53.0;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;22:53.0;
968ADA5D-7BB9-C9E8-8092-08DB8CDBECEB;2;54:00.3;49:48.6;22:35.6;NULL;finance@pflegehilfe.de;employee@pflegehilfe.de;22:35.6;
D29D5E1B-03DB-C86E-F7EE-08DB8F404DF8;2;57:35.1;59:44.6;21:18.8;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;21:18.8;
CA7C1C67-15A4-CD8A-4E65-08DB8DA1FBE8;2;31:45.8;11:16.5;20:31.6;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;20:31.6;
3B06BF73-6AA4-C249-D5E9-08DB8DA92B70;2;23:12.0;34:53.8;17:38.2;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;17:38.2;
81254541-7F5C-C57B-7F37-08DB8E69AEF5;2;21:16.1;59:40.6;16:51.1;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;16:51.1;
A98805F0-3C5B-C8F9-1B17-08DB8DFB382E;2;10:32.1;59:14.2;16:39.3;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;16:39.3;
7A109C44-8EE0-C947-8726-08DB8DC99E52;2;15:28.7;35:00.5;16:36.6;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;16:36.7;
6B665403-1C5F-C91C-B234-08DB8C532AE9;2;35:03.3;38:18.9;15:06.2;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;15:06.2;
5CBB4995-1945-C711-7A9A-08DB8DCFFDEE;2;01:06.1;39:07.1;13:39.8;NULL;support@pflegehilfe.de;employee@pflegehilfe.de;13:39.8;
6F5E560B-7337-CC97-AE1D-08DB8F44B2A0;2;29:02.0;59:49.1;12:30.2;NULL;support@pflegehilfe.de;testuser@pflegehilfe.de;12:30.3;
4DE9F64B-0468-C98C-B7F7-08DB8CFF73B8;2;08:18.9;08:21.9;10:03.9;NULL;support@pflegehilfe.de;testuser@pflegehilfe.de;10:03.9;
1755225D-DCF4-C5D0-05F2-08DB918CC811;3;10:04.1;08:59.7;NULL;25:56.7;finance@pflegehilfe.de;testuser@pflegehilfe.de;25:56.8;
AD1D5235-DDE8-C76B-3BBB-08DB918CC7B1;3;10:03.4;50:12.0;NULL;25:41.4;finance@pflegehilfe.de;testuser@pflegehilfe.de;25:41.4;
09C31C45-B8D8-C874-12D9-08DB91C16721;3;26:44.8;18:55.5;NULL;25:31.1;finance@pflegehilfe.de;testuser@pflegehilfe.de;25:31.1;
D73C7D93-BC0B-C284-8786-08DB8CEC307B;3;50:25.6;21:42.3;NULL;25:29.8;finance@pflegehilfe.de;testuser@pflegehilfe.de;25:29.8;
68D697F4-62FC-C6EE-0CF9-08DB9199D0A0;3;43:21.9;32:20.9;NULL;25:07.0;finance@pflegehilfe.de;testuser@pflegehilfe.de;25:07.0;
028BC4B5-4FC6-CE70-2F06-08DB903B8B25;3;56:01.5;28:44.2;NULL;24:55.9;finance@pflegehilfe.de;testuser@pflegehilfe.de;24:55.9;
7897CEF5-9ABB-C90F-2EAF-08DB8E6AD037;3;29:21.4;55:34.9;NULL;21:36.8;finance@pflegehilfe.de;testuser@pflegehilfe.de;21:36.8;
8F5FD93A-A1EC-CA1A-DF50-08DB8DC78CA7;3;00:40.0;59:59.2;NULL;19:21.4;finance@pflegehilfe.de;testuser@pflegehilfe.de;19:21.4;
D7F3164D-7873-C76E-0AE2-08DB8EA7A499;3;44:47.5;24:04.6;NULL;18:28.6;finance@pflegehilfe.de;testuser@pflegehilfe.de;18:28.6;
F43DD13E-C2EA-CCFB-37A4-08DB8E7EA281;3;51:14.6;54:24.5;NULL;17:08.7;finance@pflegehilfe.de;testuser@pflegehilfe.de;17:08.8;
E7E9B04A-CA85-C279-6D4C-08DB8E9238A7;3;11:26.9;58:10.8;NULL;16:00.8;finance@pflegehilfe.de;testuser@pflegehilfe.de;16:00.8;
8B9F3BCE-DEF6-CFC7-CD26-08DB8D9F096D;3;10:40.0;15:51.4;NULL;14:28.0;finance@pflegehilfe.de;testuser@pflegehilfe.de;14:28.0;
B4F63C60-40CC-CE53-C3E4-08DB8EA0A4AD;3;54:41.1;53:31.8;NULL;13:51.8;support@pflegehilfe.de;testuser@pflegehilfe.de;13:51.8;
C087548A-D8CC-C96A-890C-08DB8DC6E355;3;55:56.0;02:05.5;NULL;13:26.4;support@pflegehilfe.de;testuser@pflegehilfe.de;13:26.4;
FF3112B5-D680-CEA1-9788-08DB9256248D;3;11:28.1;56:21.9;NULL;05:14.6;support@pflegehilfe.de;testuser@pflegehilfe.de;05:14.6;
B8132508-140D-CE8F-0AED-08DB919D176D;3;06:49.2;27:22.5;NULL;04:39.0;support@pflegehilfe.de;testuser@pflegehilfe.de;04:39.0;
C2827278-180A-C14B-F69A-08DB919D7119;3;09:19.6;42:11.3;NULL;04:14.3;support@pflegehilfe.de;testuser@pflegehilfe.de;04:14.3;
DFBD8555-F038-CBA5-E76D-08DB90FEA644;3;12:38.8;24:35.1;NULL;03:19.9;support@pflegehilfe.de;testuser@pflegehilfe.de;03:19.9;
0EA3B08C-1D8B-C87A-980F-08DB91CD71D3;3;52:56.7;55:38.4;NULL;03:04.0;support@pflegehilfe.de;testuser@pflegehilfe.de;03:04.0;
19EFBCE7-A52B-C12E-5B84-08DB91B18CBB;3;33:15.9;11:28.5;NULL;02:02.1;support@pflegehilfe.de;testuser@pflegehilfe.de;02:02.2;
C817066B-AA29-CD75-D786-08DB92790896;0;21:13.5;NULL;NULL;NULL;NULL;testuser@pflegehilfe.de;21:13.5;
46ED7DB7-F5F1-C470-1237-08DB9278E136;0;20:07.5;NULL;NULL;NULL;NULL;testuser@pflegehilfe.de;20:07.5;
30DF8532-C699-C325-8DD8-08DB9278A4A3;0;18:25.9;NULL;NULL;NULL;NULL;sales@pflegehilfe.de;18:25.9;
D0A2B54F-BFBF-C133-F0E5-08DB92788F7B;0;17:50.4;NULL;NULL;NULL;NULL;sales@pflegehilfe.de;17:50.4;
AF9228F1-05E4-C453-E2B3-08DB9278861C;0;17:34.6;NULL;NULL;NULL;NULL;sales@pflegehilfe.de;17:34.6;
46C790A2-EA5E-C045-4B97-08DB91B18CFE;1;33:16.3;25:08.3;NULL;NULL;NULL;sales@pflegehilfe.de;25:08.3;
E69522E8-F16A-C283-FBB0-08DB9271691A;1;26:39.5;19:58.6;NULL;NULL;NULL;sales@pflegehilfe.de;19:58.6;
4633AA15-3C41-CC94-9176-08DB8D0F3C4B;1;01:17.8;19:08.6;NULL;NULL;NULL;sales@pflegehilfe.de;19:08.6;
DDC7BE4A-765F-C568-B34B-08DB8DA4EAD1;1;52:45.7;16:30.8;NULL;NULL;NULL;sales@pflegehilfe.de;16:30.8;
46EB6EB0-E343-C6A9-1AC7-08DB92631D04;1;44:18.9;15:45.1;NULL;NULL;NULL;sales@pflegehilfe.de;15:45.1;
2BD6EE92-075A-C540-7E97-08DB91936583;2;57:25.2;00:20.1;25:13.8;NULL;support@pflegehilfe.de;sales@pflegehilfe.de;25:13.8;
1A527929-D64C-C031-104D-08DB8D27C11A;2;56:48.6;11:24.7;24:38.4;NULL;support@pflegehilfe.de;sales@pflegehilfe.de;24:38.4;
F4A6F637-B7E9-C4DE-8339-08DB8CEF5067;2;12:47.7;56:09.7;24:21.3;NULL;support@pflegehilfe.de;sales@pflegehilfe.de;24:21.3;
CE13539C-40F4-C498-4CFE-08DB8F8930AD;2;39:19.3;36:42.0;23:53.4;NULL;support@pflegehilfe.de;sales@pflegehilfe.de;23:53.4;
57E80BF5-492D-CF3E-A516-08DB8D179419;2;01:01.1;51:09.5;23:45.8;NULL;support@pflegehilfe.de;sales@pflegehilfe.de;23:45.8;
D73C7D93-BC0B-C284-8786-08DB8CEC307B;3;50:25.6;21:42.3;NULL;25:29.8;finance@pflegehilfe.de;sales@pflegehilfe.de;25:29.8;
68D697F4-62FC-C6EE-0CF9-08DB9199D0A0;3;43:21.9;32:20.9;NULL;25:07.0;finance@pflegehilfe.de;sales@pflegehilfe.de;25:07.0;
028BC4B5-4FC6-CE70-2F06-08DB903B8B25;3;56:01.5;28:44.2;NULL;24:55.9;finance@pflegehilfe.de;sales@pflegehilfe.de;24:55.9;
7897CEF5-9ABB-C90F-2EAF-08DB8E6AD037;3;29:21.4;55:34.9;NULL;21:36.8;finance@pflegehilfe.de;sales@pflegehilfe.de;21:36.8;
8F5FD93A-A1EC-CA1A-DF50-08DB8DC78CA7;3;00:40.0;59:59.2;NULL;19:21.4;finance@pflegehilfe.de;sales@pflegehilfe.de;19:21.4;
